time_milli,total,unsolicited,schedule1,candidates,schedule2
4390040,8,1,4,4,4
4401939,8,0,4,4,4
4409096,8,1,4,4,4
4431418,8,0,4,4,4
4431857,8,2,4,4,4
4451539,8,0,4,4,4
4455732,8,1,4,4,4
4459157,8,0,4,4,4
4460215,8,2,4,4,4
4475413,8,0,4,4,4
4480671,8,1,4,4,4
4492116,8,0,4,4,4
4492591,8,4,4,4,4
4496601,8,0,4,4,4
4497040,8,3,4,4,4
4515608,8,0,4,4,4
4516083,8,3,4,4,4
4520180,8,0,4,4,4
4520637,8,4,4,4,4
4525585,8,0,4,4,4
4526685,8,5,4,3,2
4536700,8,0,4,4,4
4539460,8,6,4,2,2
4549967,8,0,4,4,4
4550451,8,2,4,4,4
4557607,8,0,4,4,4
4559134,8,4,4,4,4
4564100,8,0,4,4,4
4565182,8,5,4,3,2
4567231,8,0,4,4,4
4569749,8,3,4,4,4
4573734,8,0,4,4,4
4587178,8,3,4,4,4
4595176,8,0,4,4,4
4598441,8,4,4,4,4
4609157,8,0,4,4,4
4609605,8,2,4,4,4
4628224,8,0,4,4,4
4637729,8,0,4,4,4
4644876,8,0,4,4,4
4649232,8,0,4,4,4
4651910,8,0,4,4,4
4666986,8,2,4,4,4
4682439,8,0,4,4,4
4686872,8,0,4,4,4
4693621,8,0,4,4,4
4694452,8,3,4,4,4
4699680,8,0,4,4,4
4701318,8,3,4,4,4
4705095,8,0,4,4,4
4706105,8,3,4,4,4
4729601,8,0,4,4,4
4730540,8,0,4,4,4
4743865,8,0,4,4,4
4747069,8,2,4,4,4
4748872,8,0,4,4,4
4750979,8,2,4,4,4
4761365,8,0,4,4,4
4761813,8,3,4,4,4
4775472,8,0,4,4,4
4775920,8,3,4,4,4
4785471,8,0,4,4,4
4786772,8,2,4,4,4
4792405,8,0,4,4,4
4793517,8,4,4,4,4
4795917,8,0,4,4,4
4807238,8,4,4,4,4
4824181,8,0,4,4,4
4827976,8,0,4,4,4
4830028,8,0,4,4,4
4831224,8,2,4,4,4
4836783,8,0,4,4,4
4837793,8,4,4,4,4
4842702,8,0,4,4,4
4843159,8,4,4,4,4
4846538,8,0,4,4,4
4847950,8,3,4,4,4
4852757,8,0,4,4,4
4853232,8,4,4,4,4
4864443,8,0,4,4,4
4864882,8,1,4,4,4
4874550,8,0,4,4,4
4877034,8,2,4,4,4
4886617,8,0,4,4,4
4890183,8,1,4,4,4
4895626,8,0,4,4,4
4896155,8,2,4,4,4
4908614,8,0,4,4,4
4909137,8,2,4,4,4
4920695,8,0,4,4,4
4923433,8,1,4,4,4
4934910,8,0,4,4,4
4937599,8,2,4,4,4
4949044,8,0,4,4,4
4955444,8,2,4,4,4
4965340,8,0,4,4,4
4969826,8,2,4,4,4
4972961,8,0,4,4,4
4976280,8,5,4,3,2
4986681,8,0,4,4,4
4987455,8,3,4,4,4
4995877,8,0,4,4,4
4997826,8,3,4,4,4
5009322,8,0,4,4,4
5011239,8,5,4,3,2
5019700,8,0,4,4,4
5023523,8,5,4,3,2
5031781,8,0,4,4,4
5032247,8,4,4,4,4
5039728,8,0,4,4,4
5043389,8,4,4,4,4
5048566,8,0,4,4,4
5050664,8,4,4,4,4
5061794,8,0,4,4,4
5063928,8,5,4,3,2
5076518,8,0,4,4,4
5076957,8,4,4,4,4
5079577,8,0,4,4,4
5080940,8,4,4,4,4
5092376,8,0,4,4,4
5092705,8,5,4,3,2
5102149,8,0,4,4,4
5103150,8,6,4,2,2
5112375,8,0,4,4,4
5115685,8,4,4,4,4
5127757,8,0,4,4,4
5130938,8,3,4,4,4
5143730,8,0,4,4,4
5147046,8,4,4,4,4
5158193,8,0,4,4,4
5158877,8,5,4,3,2
5164938,8,0,4,4,4
5165159,8,2,4,4,4
5167741,8,0,4,4,4
5170444,8,6,4,2,2
5175077,8,0,4,4,4
5175516,8,4,4,4,4
5183373,8,0,4,4,4
5184963,8,4,4,4,4
5190521,8,0,4,4,4
5192972,8,7,4,1,1
5195649,8,0,4,4,4
5198551,8,0,4,4,4
5201202,8,0,4,4,4
5202275,8,7,4,1,1
5203851,8,0,4,4,4
5207243,8,0,4,4,4
5210951,8,0,4,4,4
5212033,8,6,4,2,2
5214495,8,0,4,4,4
5216058,8,6,4,2,2
5219155,8,0,4,4,4
5221289,8,6,4,2,2
5226989,8,0,4,4,4
5230527,8,6,4,2,2
5233276,8,0,4,4,4
5235103,8,6,4,2,2
5237392,8,0,4,4,4
5239824,8,5,4,3,2
5245095,8,0,4,4,4
5245570,8,5,4,3,2
5249993,8,0,4,4,4
5252100,8,3,4,4,4
5256327,8,0,4,4,4
5257221,8,6,4,2,2
5259526,8,0,4,4,4
5261152,8,7,4,1,1
5264864,8,0,4,4,4
5265946,8,7,4,1,1
5269548,8,0,4,4,4
5270086,8,7,4,1,1
5272050,8,0,4,4,4
5273105,8,6,4,2,2
5276808,8,0,4,4,4
5277881,8,3,4,4,4
5282144,8,0,4,4,4
5283989,8,5,4,3,2
5287105,8,0,4,4,4
5288124,8,6,4,2,2
5298483,8,0,4,4,4
5299030,8,7,4,1,1
5302699,8,0,4,4,4
5304824,8,4,4,4,4
5308894,8,0,4,4,4
5309441,8,6,4,2,2
5315478,8,0,4,4,4
5317050,8,6,4,2,2
5318397,8,0,4,4,4
5319389,8,6,4,2,2
5330554,8,0,4,4,4
5332180,8,3,4,4,4
5336432,8,0,4,4,4
5337478,8,7,4,1,1
5342966,8,0,4,4,4
5343385,8,7,4,1,1
5344402,8,0,4,4,4
5345430,8,6,4,2,2
5348188,8,0,4,4,4
5348654,8,7,4,1,1
5351349,8,0,4,4,4
5351806,8,7,4,1,1
5353050,8,0,4,4,4
5356428,8,3,4,4,4
5360407,8,0,4,4,4
5360891,8,5,4,3,2
5367379,8,0,4,4,4
5368969,8,7,4,1,1
5371601,8,0,4,4,4
5372049,8,7,4,1,1
5373252,8,0,4,4,4
5374116,8,7,4,1,1
5375612,8,0,4,4,4
5377416,8,0,4,4,4
5378961,8,2,4,4,4
5386406,8,0,4,4,4
5389583,8,4,4,4,4
5395948,8,0,4,4,4
5398391,8,6,4,2,2
5401492,8,0,4,4,4
5401931,8,3,4,4,4
5407275,8,0,4,4,4
5410650,8,6,4,2,2
5414187,8,0,4,4,4
5415542,8,5,4,3,2
5422525,8,0,4,4,4
5423580,8,5,4,3,2
5427841,8,0,4,4,4
5429244,8,2,4,4,4
5434278,8,0,4,4,4
5437260,8,4,4,4,4
5444560,8,0,4,4,4
5445597,8,4,4,4,4
5448390,8,0,4,4,4
5448829,8,5,4,3,2
5452362,8,0,4,4,4
5452900,8,4,4,4,4
5463263,8,0,4,4,4
5464255,8,7,4,1,1
5468035,8,0,4,4,4
5470739,8,7,4,1,1
5471882,8,0,4,4,4
5472665,8,7,4,1,1
5476581,8,0,4,4,4
5478979,8,4,4,4,4
5485401,8,0,4,4,4
5488122,8,6,4,2,2
5496254,8,0,4,4,4
5496511,8,7,4,1,1
5499911,8,0,4,4,4
5504671,8,0,4,4,4
5505735,8,5,4,3,2
5507871,8,0,4,4,4
5509461,8,6,4,2,2
5511653,8,0,4,4,4
5513796,8,6,4,2,2
5516082,8,0,4,4,4
5518008,8,0,4,4,4
5518483,8,7,4,1,1
5520765,8,0,4,4,4
5522382,8,7,4,1,1
5525297,8,0,4,4,4
5527997,8,0,4,4,4
5528508,8,6,4,2,2
5532406,8,0,4,4,4
5532863,8,7,4,1,1
5534085,8,0,4,4,4
5535431,8,5,4,3,2
5538907,8,0,4,4,4
5541041,8,7,4,1,1
5543910,8,0,4,4,4
5546021,8,0,4,4,4
5548711,8,0,4,4,4
5549739,8,6,4,2,2
5552068,8,0,4,4,4
5554733,8,0,4,4,4
5557292,8,0,4,4,4
5557794,8,7,4,1,1
5561560,8,0,4,4,4
5562089,8,7,4,1,1
5563581,8,0,4,4,4
5566033,8,0,4,4,4
5567567,8,0,4,4,4
5569625,8,0,4,4,4
5571233,8,6,4,2,2
5572937,8,0,4,4,4
5576264,8,0,4,4,4
5578360,8,0,4,4,4
5578835,8,7,4,1,1
5581467,8,0,4,4,4
5583075,8,7,4,1,1
5584760,8,0,4,4,4
5587942,8,0,4,4,4
5589903,8,0,4,4,4
5591156,8,0,4,4,4
5592773,8,6,4,2,2
5595199,8,0,4,4,4
5596760,8,0,4,4,4
5600759,8,0,4,4,4
5601297,8,7,4,1,1
5606363,8,0,4,4,4
5606820,8,7,4,1,1
5608348,8,0,4,4,4
5611960,8,0,4,4,4
5613586,8,6,4,2,2
5615994,8,0,4,4,4
5619176,8,0,4,4,4
5621362,8,0,4,4,4
5621864,8,7,4,1,1
5623846,8,0,4,4,4
5624294,8,6,4,2,2
5627831,8,0,4,4,4
5628922,8,6,4,2,2
5632609,8,0,4,4,4
5634743,8,5,4,3,2
5638324,8,0,4,4,4
5639424,8,7,4,1,1
5641985,8,0,4,4,4
5643022,8,7,4,1,1
5645104,8,0,4,4,4
5647659,8,0,4,4,4
5650617,8,0,4,4,4
5651146,8,6,4,2,2
5654171,8,0,4,4,4
5655226,8,5,4,3,2
5658192,8,0,4,4,4
5659265,8,6,4,2,2
5661664,8,0,4,4,4
5663254,8,7,4,1,1
5666586,8,0,4,4,4
5667079,8,6,4,2,2
5669395,8,0,4,4,4
5670061,8,7,4,1,1
5673574,8,0,4,4,4
5675560,8,0,4,4,4
5677548,8,0,4,4,4
5679174,8,7,4,1,1
5681289,8,0,4,4,4
5681755,8,7,4,1,1
5684353,8,0,4,4,4
5684837,8,7,4,1,1
5687318,8,0,4,4,4
5687784,8,7,4,1,1
5690093,8,0,4,4,4
5691656,8,6,4,2,2
5695376,8,0,4,4,4
5698036,8,7,4,1,1
5701211,8,0,4,4,4
5702230,8,5,4,3,2
5706812,8,0,4,4,4
5709003,8,6,4,2,2
5711762,8,0,4,4,4
5712883,8,5,4,3,2
5714646,8,0,4,4,4
5716536,8,5,4,3,2
5721677,8,0,4,4,4
5723089,8,5,4,3,2
5726038,8,0,4,4,4
5726803,8,4,4,4,4
5731381,8,0,4,4,4
5732436,8,5,4,3,2
5736684,8,0,4,4,4
5738981,8,5,4,3,2
5743260,8,0,4,4,4
5744841,8,6,4,2,2
5751577,8,0,4,4,4
5752569,8,6,4,2,2
5759293,8,0,4,4,4
5759750,8,5,4,3,2
5762826,8,0,4,4,4
5764969,8,5,4,3,2
5770445,8,0,4,4,4
5774002,8,3,4,4,4
5783533,8,0,4,4,4
5786022,8,5,4,3,2
5789038,8,0,4,4,4
5792852,8,4,4,4,4
5798107,8,0,4,4,4
5798636,8,6,4,2,2
5802303,8,0,4,4,4
5804148,8,6,4,2,2
5807201,8,0,4,4,4
5808782,8,7,4,1,1
5811849,8,0,4,4,4
5812677,8,7,4,1,1
5815582,8,0,4,4,4
5816021,8,7,4,1,1
5818698,8,0,4,4,4
5819191,8,7,4,1,1
5821508,8,0,4,4,4
5822608,8,6,4,2,2
5824816,8,0,4,4,4
5825844,8,5,4,3,2
5828382,8,0,4,4,4
5829464,8,3,4,4,4
5834054,8,0,4,4,4
5835037,8,6,4,2,2
5838200,8,0,4,4,4
5839987,8,0,4,4,4
5841315,8,0,4,4,4
5845267,8,0,4,4,4
5846250,8,6,4,2,2
5849430,8,0,4,4,4
5851917,8,6,4,2,2
5855012,8,0,4,4,4
5857410,8,0,4,4,4
5858438,8,7,4,1,1
5859495,8,0,4,4,4
5860033,8,7,4,1,1
5863348,8,0,4,4,4
5865451,8,0,4,4,4
5868411,8,0,4,4,4
5868922,8,7,4,1,1
5870180,8,0,4,4,4
5871208,8,6,4,2,2
5874320,8,0,4,4,4
5876537,8,5,4,3,2
5878208,8,0,4,4,4
5880445,8,6,4,2,2
5882950,8,0,4,4,4
5883978,8,6,4,2,2
5886925,8,0,4,4,4
5889341,8,5,4,3,2
5895693,8,0,4,4,4
5898899,8,3,4,4,4
5909105,8,0,4,4,4
5909664,8,5,4,3,2
5914101,8,0,4,4,4
5914558,8,6,4,2,2
5917103,8,0,4,4,4
5918167,8,5,4,3,2
5921800,8,0,4,4,4
5925576,8,3,4,4,4
5931749,8,0,4,4,4
5931925,8,6,4,2,2
5935119,8,0,4,4,4
5936736,8,6,4,2,2
5941010,8,0,4,4,4
5942029,8,7,4,1,1
5944259,8,0,4,4,4
5944863,8,7,4,1,1
5946631,8,0,4,4,4
5947097,8,7,4,1,1
5951881,8,0,4,4,4
5952365,8,5,4,3,2
5954550,8,0,4,4,4
5955605,8,6,4,2,2
5957413,8,0,4,4,4
5957879,8,6,4,2,2
5961700,8,0,4,4,4
5962157,8,7,4,1,1
5963577,8,0,4,4,4
5965681,8,0,4,4,4
5967307,8,7,4,1,1
5969824,8,0,4,4,4
5970027,8,6,4,2,2
5974164,8,0,4,4,4
5974666,8,5,4,3,2
5977681,8,0,4,4,4
5978156,8,7,4,1,1
5980682,8,0,4,4,4
5981683,8,7,4,1,1
5984507,8,0,4,4,4
5984946,8,7,4,1,1
5988515,8,0,4,4,4
5990600,8,0,4,4,4
5991655,8,7,4,1,1
5993409,8,0,4,4,4
5994981,8,7,4,1,1
5997778,8,0,4,4,4
5998244,8,6,4,2,2
6000131,8,0,4,4,4
6002373,8,0,4,4,4
6002938,8,7,4,1,1
6004358,8,0,4,4,4
6004833,8,7,4,1,1
6008924,8,0,4,4,4
6011059,8,6,4,2,2
6014591,8,0,4,4,4
6015583,8,7,4,1,1
6018254,8,0,4,4,4
6020379,8,3,4,4,4
6026002,8,0,4,4,4
6026615,8,5,4,3,2
6029063,8,0,4,4,4
6029529,8,6,4,2,2
6032401,8,0,4,4,4
6033112,8,6,4,2,2
6036008,8,0,4,4,4
6036501,8,7,4,1,1
6038567,8,0,4,4,4
6039940,8,7,4,1,1
6042850,8,0,4,4,4
6043687,8,6,4,2,2
6047773,8,0,4,4,4
6049319,8,6,4,2,2
6056405,8,0,4,4,4
6058539,8,5,4,3,2
6061793,8,0,4,4,4
6064471,8,5,4,3,2
6068743,8,0,4,4,4
6069798,8,5,4,3,2
6076349,8,0,4,4,4
6077867,8,5,4,3,2
6082491,8,0,4,4,4
6084063,8,7,4,1,1
6087288,8,0,4,4,4
6091484,8,6,4,2,2
6093784,8,0,4,4,4
6094848,8,7,4,1,1
6098554,8,0,4,4,4
6102784,8,5,4,3,2
6119323,8,0,4,4,4
6121947,8,3,4,4,4
6133898,8,0,4,4,4
6138454,8,4,4,4,4
6144382,8,0,4,4,4
6145374,8,4,4,4,4
6151935,8,0,4,4,4
6153599,8,4,4,4,4
6161181,8,0,4,4,4
6164196,8,4,4,4,4
6168374,8,0,4,4,4
6169982,8,4,4,4,4
6171377,8,0,4,4,4
6171870,8,4,4,4,4
6181081,8,0,4,4,4
6182949,8,5,4,3,2
6192143,8,0,4,4,4
6194321,8,4,4,4,4
6204772,8,0,4,4,4
6207758,8,3,4,4,4
6218836,8,0,4,4,4
6219275,8,4,4,4,4
6231753,8,0,4,4,4
6237485,8,3,4,4,4
6244637,8,0,4,4,4
6245268,8,5,4,3,2
6252158,8,0,4,4,4
6256749,8,5,4,3,2
6261122,8,0,4,4,4
6264091,8,5,4,3,2
6268415,8,0,4,4,4
6269452,8,6,4,2,2
6274063,8,0,4,4,4
6275092,8,6,4,2,2
6280994,8,0,4,4,4
6284462,8,3,4,4,4
6294767,8,0,4,4,4
6297488,8,2,4,4,4
6304107,8,0,4,4,4
6309039,8,4,4,4,4
6316075,8,0,4,4,4
6319070,8,3,4,4,4
6325848,8,0,4,4,4
6327491,8,3,4,4,4
6337539,8,0,4,4,4
6339153,8,5,4,3,2
6341052,8,0,4,4,4
6343756,8,4,4,4,4
6360518,8,0,4,4,4
6362672,8,3,4,4,4
6368156,8,0,4,4,4
6369166,8,6,4,2,2
6373997,8,0,4,4,4
6377082,8,6,4,2,2
6380800,8,0,4,4,4
6381257,8,7,4,1,1
6382837,8,0,4,4,4
6385280,8,5,4,3,2
6387740,8,0,4,4,4
6388852,8,5,4,3,2
6391960,8,0,4,4,4
6392408,8,4,4,4,4
6395966,8,0,4,4,4
6396994,8,5,4,3,2
6400175,8,0,4,4,4
6401176,8,6,4,2,2
6406081,8,0,4,4,4
6410119,8,5,4,3,2
6414591,8,0,4,4,4
6418802,8,3,4,4,4
6429072,8,0,4,4,4
6429520,8,3,4,4,4
6436039,8,0,4,4,4
6437620,8,4,4,4,4
6439530,8,0,4,4,4
6441123,8,5,4,3,2
6445841,8,0,4,4,4
6447466,8,5,4,3,2
6453231,8,0,4,4,4
6455365,8,6,4,2,2
6457511,8,0,4,4,4
6458521,8,6,4,2,2
6462854,8,0,4,4,4
6464390,8,6,4,2,2
6467958,8,0,4,4,4
6469031,8,6,4,2,2
6472634,8,0,4,4,4
6475299,8,0,4,4,4
6479084,8,0,4,4,4
6480657,8,0,4,4,4
6481222,8,6,4,2,2
6484948,8,0,4,4,4
6486039,8,7,4,1,1
6487351,8,0,4,4,4
6488343,8,7,4,1,1
6491710,8,0,4,4,4
6492167,8,5,4,3,2
6495155,8,0,4,4,4
6496772,8,7,4,1,1
6499177,8,0,4,4,4
6501727,8,0,4,4,4
6503317,8,7,4,1,1
6504263,8,0,4,4,4
6507423,8,0,4,4,4
6508343,8,0,4,4,4
6511362,8,0,4,4,4
6513269,8,0,4,4,4
6513708,8,6,4,2,2
6516125,8,0,4,4,4
6517336,8,0,4,4,4
6517829,8,7,4,1,1
6520111,8,0,4,4,4
6521941,8,0,4,4,4
6524517,8,0,4,4,4
6525988,8,7,4,1,1
6527015,8,0,4,4,4
6530581,8,0,4,4,4
6532242,8,0,4,4,4
6535381,8,0,4,4,4
6535949,8,6,4,2,2
6537761,8,0,4,4,4
6539733,8,0,4,4,4
6540453,8,7,4,1,1
6544877,8,0,4,4,4
6546508,8,0,4,4,4
6546956,8,7,4,1,1
6550150,8,0,4,4,4
6551160,8,7,4,1,1
6554858,8,0,4,4,4
6557558,8,0,4,4,4
6558559,8,6,4,2,2
6560922,8,0,4,4,4
6562503,8,7,4,1,1
6564324,8,0,4,4,4
6566895,8,0,4,4,4
6569481,8,0,4,4,4
6571638,8,0,4,4,4
6572412,8,7,4,1,1
6574538,8,0,4,4,4
6575883,8,7,4,1,1
6577709,8,0,4,4,4
6580223,8,0,4,4,4
6581622,8,6,4,2,2
6583561,8,0,4,4,4
6584045,8,7,4,1,1
6585783,8,0,4,4,4
6586820,8,7,4,1,1
6590289,8,0,4,4,4
6590863,8,7,4,1,1
6597024,8,0,4,4,4
6597245,8,7,4,1,1
6598586,8,0,4,4,4
6602628,8,0,4,4,4
6602840,8,6,4,2,2
6604724,8,0,4,4,4
6608228,8,0,4,4,4
6612124,8,0,4,4,4
6612680,8,7,4,1,1
6614253,8,0,4,4,4
6615733,8,0,4,4,4
6619429,8,0,4,4,4
6619758,8,7,4,1,1
6621346,8,0,4,4,4
6621785,8,7,4,1,1
6625031,8,0,4,4,4
6625985,8,5,4,3,2
6630629,8,0,4,4,4
6631466,8,7,4,1,1
6636225,8,0,4,4,4
6636918,8,7,4,1,1
6641827,8,0,4,4,4
6642718,8,0,4,4,4
6647431,8,0,4,4,4
6648367,8,6,4,2,2
6649651,8,0,4,4,4
6651451,8,0,4,4,4
6653030,8,0,4,4,4
6653777,8,7,4,1,1
6658629,8,0,4,4,4
6659412,8,7,4,1,1
6664231,8,0,4,4,4
6665403,8,0,4,4,4
6669825,8,0,4,4,4
6670028,8,6,4,2,2
6671804,8,0,4,4,4
6675425,8,0,4,4,4
6675637,8,7,4,1,1
6677183,8,0,4,4,4
6678466,8,0,4,4,4
6681030,8,0,4,4,4
6681269,8,7,4,1,1
6686623,8,0,4,4,4
6686952,8,7,4,1,1
6692226,8,0,4,4,4
6692946,8,5,4,3,2
6697824,8,0,4,4,4
6698126,8,6,4,2,2
6703429,8,0,4,4,4
6704410,8,0,4,4,4
6709031,8,0,4,4,4
6709994,8,7,4,1,1
6714624,8,0,4,4,4
6715587,8,6,4,2,2
6720231,8,0,4,4,4
6720515,8,7,4,1,1
6722052,8,0,4,4,4
6725826,8,0,4,4,4
6731427,8,0,4,4,4
6731675,8,7,4,1,1
6737029,8,0,4,4,4
6737740,8,5,4,3,2
6742627,8,0,4,4,4
6743419,8,0,4,4,4
6748231,8,0,4,4,4
6749131,8,6,4,2,2
6753829,8,0,4,4,4
6755082,8,0,4,4,4
6759425,8,0,4,4,4
6759610,8,6,4,2,2
6761467,8,0,4,4,4
6765025,8,0,4,4,4
6770626,8,0,4,4,4
6771589,8,6,4,2,2
6776224,8,0,4,4,4
6781825,8,0,4,4,4
6782046,8,0,4,4,4
6784440,8,0,4,4,4
6785830,8,6,4,2,2
6787732,8,0,4,4,4
6789300,8,0,4,4,4
6793565,8,0,4,4,4
6794067,8,6,4,2,2
6799159,8,0,4,4,4
6804765,8,0,4,4,4
6810362,8,0,4,4,4
6811372,8,5,4,3,2
6814115,8,0,4,4,4
6814626,8,7,4,1,1
6816136,8,0,4,4,4
6816393,8,6,4,2,2
6819464,8,0,4,4,4
6821565,8,0,4,4,4
6822539,8,7,4,1,1
6825064,8,0,4,4,4
6827165,8,0,4,4,4
6828157,8,7,4,1,1
6830664,8,0,4,4,4
6832765,8,0,4,4,4
6833829,8,6,4,2,2
6836626,8,0,4,4,4
6837119,8,7,4,1,1
6838602,8,0,4,4,4
6839104,8,5,4,3,2
6841866,8,0,4,4,4
6842359,8,6,4,2,2
6844180,8,0,4,4,4
6847466,8,0,4,4,4
6849558,8,0,4,4,4
6850586,8,7,4,1,1
6853066,8,0,4,4,4
6855158,8,0,4,4,4
6855714,8,7,4,1,1
6860765,8,0,4,4,4
6861588,8,7,4,1,1
6866360,8,0,4,4,4
6866916,8,6,4,2,2
6871963,8,0,4,4,4
6877564,8,0,4,4,4
6878039,8,7,4,1,1
6879531,8,0,4,4,4
6883161,8,0,4,4,4
6884252,8,7,4,1,1
6888765,8,0,4,4,4
6889820,8,6,4,2,2
6894365,8,0,4,4,4
6895791,8,0,4,4,4
6899961,8,0,4,4,4
6900290,8,7,4,1,1
6905565,8,0,4,4,4
6906112,8,6,4,2,2
6908985,8,0,4,4,4
6911158,8,0,4,4,4
6912168,8,6,4,2,2
6916758,8,0,4,4,4
6918220,8,0,4,4,4
6922363,8,0,4,4,4
6923780,8,0,4,4,4
6927959,8,0,4,4,4
6928987,8,6,4,2,2
6933559,8,0,4,4,4
6933998,8,6,4,2,2
6935855,8,0,4,4,4
6937317,8,7,4,1,1
6939163,8,0,4,4,4
6944762,8,0,4,4,4
6950359,8,0,4,4,4
6950798,8,6,4,2,2
6955962,8,0,4,4,4
6956446,8,7,4,1,1
6961560,8,0,4,4,4
6962062,8,7,4,1,1
6967163,8,0,4,4,4
6972760,8,0,4,4,4
6973217,8,6,4,2,2
6978363,8,0,4,4,4
6978883,8,7,4,1,1
6983961,8,0,4,4,4
6984445,8,7,4,1,1
6989559,8,0,4,4,4
6995070,8,0,4,4,4
6996170,8,6,4,2,2
7000670,8,0,4,4,4
7001136,8,7,4,1,1
7002574,8,0,4,4,4
7003013,8,7,4,1,1
7006277,8,0,4,4,4
7006761,8,6,4,2,2
7010249,8,0,4,4,4
7010760,8,6,4,2,2
7014083,8,0,4,4,4
7015102,8,7,4,1,1
7017926,8,0,4,4,4
7019343,8,6,4,2,2
7021261,8,0,4,4,4
7025371,8,0,4,4,4
7027737,8,0,4,4,4
7033280,8,0,4,4,4
7034888,8,5,4,3,2
7037495,8,0,4,4,4
7038634,8,4,4,4,4
7043106,8,0,4,4,4
7045477,8,5,4,3,2
7048789,8,0,4,4,4
7049790,8,6,4,2,2
7054978,8,0,4,4,4
7062275,8,0,4,4,4
7062723,8,6,4,2,2
7066517,8,0,4,4,4
7067683,8,4,4,4,4
7070956,8,0,4,4,4
7072029,8,4,4,4,4
7074394,8,0,4,4,4
7079365,8,5,4,3,2
7082913,8,0,4,4,4
7083415,8,6,4,2,2
7091497,8,0,4,4,4
7091963,8,7,4,1,1
7095279,8,0,4,4,4
7098022,8,3,4,4,4
7104473,8,0,4,4,4
7104930,8,7,4,1,1
7111264,8,0,4,4,4
7114911,8,6,4,2,2
7118582,8,0,4,4,4
7120508,8,5,4,3,2
7123598,8,0,4,4,4
7125443,8,3,4,4,4
7131052,8,0,4,4,4
7134609,8,6,4,2,2
7141973,8,0,4,4,4
7148784,8,5,4,3,2
7159882,8,0,4,4,4
7160339,8,1,4,4,4
7169671,8,0,4,4,4
7173077,8,2,4,4,4
7177807,8,0,4,4,4
7178246,8,3,4,4,4
7191186,8,0,4,4,4
7194024,8,3,4,4,4
7201010,8,0,4,4,4
7204284,8,1,4,4,4
7205507,8,0,4,4,4
7206481,8,3,4,4,4
7218839,8,0,4,4,4
7221612,8,1,4,4,4
7232136,8,0,4,4,4
7233756,8,3,4,4,4
7245222,8,0,4,4,4
7252736,8,3,4,4,4
7262934,8,0,4,4,4
7265920,8,2,4,4,4
7277674,8,0,4,4,4
7281032,8,1,4,4,4
7292530,8,0,4,4,4
7300190,8,2,4,4,4
7303618,8,0,4,4,4
7304066,8,3,4,4,4
7314735,8,0,4,4,4
7316580,8,1,4,4,4
7326087,8,0,4,4,4
7335773,8,0,4,4,4
7339825,8,0,4,4,4
7340955,8,1,4,4,4
7348999,8,0,4,4,4
7349456,8,3,4,4,4
7372221,8,0,4,4,4
7378034,8,0,4,4,4
7383651,8,0,4,4,4
7384746,8,2,4,4,4
7391368,8,0,4,4,4
7395833,8,3,4,4,4
7407204,8,0,4,4,4
7407924,8,3,4,4,4
7417283,8,0,4,4,4
7417740,8,1,4,4,4
7427888,8,0,4,4,4
7429867,8,1,4,4,4
7437546,8,0,4,4,4
7438881,8,3,4,4,4
7452291,8,0,4,4,4
7453956,8,1,4,4,4
7463922,8,0,4,4,4
7464370,8,3,4,4,4
7473351,8,0,4,4,4
7475797,8,3,4,4,4
7488460,8,0,4,4,4
7490076,8,2,4,4,4
7496196,8,0,4,4,4
7503055,8,5,4,3,2
7510019,8,0,4,4,4
7510467,8,4,4,4,4
7532056,8,0,4,4,4
7532504,8,3,4,4,4
7538508,8,0,4,4,4
7538947,8,6,4,2,2
7543913,8,0,4,4,4
7544433,8,7,4,1,1
7547376,8,0,4,4,4
7549002,8,6,4,2,2
7551376,8,0,4,4,4
7555171,8,5,4,3,2
7559634,8,0,4,4,4
7560199,8,6,4,2,2
7562135,8,0,4,4,4
7564768,8,7,4,1,1
7567322,8,0,4,4,4
7570686,8,0,4,4,4
7571741,8,7,4,1,1
7573633,8,0,4,4,4
7574144,8,7,4,1,1
7577356,8,0,4,4,4
7578660,8,6,4,2,2
7582330,8,0,4,4,4
7582796,8,7,4,1,1
7585982,8,0,4,4,4
7586430,8,6,4,2,2
7590947,8,0,4,4,4
7592963,8,0,4,4,4
7593648,8,0,4,4,4
7596733,8,0,4,4,4
7598836,8,0,4,4,4
7600363,8,6,4,2,2
7602798,8,0,4,4,4
7604932,8,6,4,2,2
7608235,8,0,4,4,4
7608692,8,7,4,1,1
7611975,8,0,4,4,4
7612812,8,7,4,1,1
7615609,8,0,4,4,4
7618791,8,0,4,4,4
7620806,8,0,4,4,4
7621245,8,6,4,2,2
7623615,8,0,4,4,4
7624625,8,7,4,1,1
7626968,8,0,4,4,4
7628594,8,6,4,2,2
7632162,8,0,4,4,4
7633725,8,6,4,2,2
7636066,8,0,4,4,4
7636706,8,7,4,1,1
7640166,8,0,4,4,4
7641194,8,7,4,1,1
7643423,8,0,4,4,4
7645857,8,7,4,1,1
7647374,8,0,4,4,4
7649951,8,0,4,4,4
7652085,8,7,4,1,1
7653040,8,0,4,4,4
7654323,8,0,4,4,4
7654864,8,7,4,1,1
7656049,8,0,4,4,4
7657621,8,6,4,2,2
7660228,8,0,4,4,4
7662380,8,6,4,2,2
7664272,8,0,4,4,4
7665318,8,7,4,1,1
7667297,8,0,4,4,4
