mcs,channel_mhz,gi_ns,tput_mbps,origin,n_clients
2,20,3200,2.09328,client1,8
2,20,3200,1.22808,client2,8
2,20,3200,1.04776,client3,8
2,20,3200,1.08864,client4,8
2,20,3200,1.1004,client5,8
2,20,3200,0.8932,client6,8
2,20,3200,0.7812,client7,8
2,20,3200,0.90272,client8,8
