mcs,channel_mhz,gi_ns,tput_mbps,origin,n_clients
5,80,3200,31.1875,client1,4
5,80,3200,32.2515,client2,4
5,80,3200,31.4698,client3,4
5,80,3200,30.3912,client4,4
5,80,1600,30.9714,client1,4
5,80,1600,31.1203,client2,4
5,80,1600,31.2144,client3,4
5,80,1600,30.6566,client4,4
5,80,800,31.3555,client1,4
5,80,800,34.3616,client2,4
5,80,800,33.5642,client3,4
5,80,800,33.6773,client4,4
